Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
1011,CA-2021-011264,2019-06-22,2019-06-23,Same Day,CUS-01024,Daniel Miller,Home Office,United States,Charlotte,North Carolina,84762,South,TEC-PHO-83207,Technology,Phones,Apple iPhone 14,1692.21,4,0,743.99
1012,CA-2021-011264,2019-06-22,2019-06-23,Same Day,CUS-01024,Daniel Miller,Home Office,United States,Charlotte,North Carolina,84762,South,TEC-PHO-83207,Technology,Phones,Apple iPhone 14,1692.21,4,0,743.99
1013,CA-2021-011266,2019-04-12,2019-04-13,Same Day,CUS-01077,William Clark,Home Office,United States,Dallas,Texas,21673,Central,FUR-TAB-25381,Furniture,Tables,Realspace Magellan Corner Desk,176.84,9,0.4,-31.77
1014,CA-2021-011266,2019-04-12,2019-04-13,Same Day,CUS-01077,William Clark,Home Office,United States,Dallas,Texas,21673,Central,FUR-TAB-25381,Furniture,Tables,Realspace Magellan Corner Desk,176.84,9,0.4,-31.77
1015,CA-2021-011266,2019-04-12,2019-04-13,Same Day,CUS-01077,William Clark,Home Office,United States,Dallas,Texas,21673,Central,FUR-TAB-25381,Furniture,Tables,Realspace Magellan Corner Desk,176.84,9,0.4,-31.77
1016,CA-2021-011266,2019-04-12,2019-04-13,Same Day,CUS-01077,William Clark,Home Office,United States,Dallas,Texas,21673,Central,FUR-TAB-25381,Furniture,Tables,Realspace Magellan Corner Desk,176.84,9,0.4,-31.77
1017,CA-2022-011268,2020-04-04,2020-04-07,Second Class,CUS-01111,Lisa Taylor,Corporate,United States,Minneapolis,Minnesota,74771,Central,FUR-TAB-37080,Furniture,Tables,Sauder Palladia Desk,660.9,5,0.1,143.63
1018,CA-2022-011268,2020-04-04,2020-04-07,Second Class,CUS-01111,Lisa Taylor,Corporate,United States,Minneapolis,Minnesota,74771,Central,FUR-TAB-37080,Furniture,Tables,Sauder Palladia Desk,660.9,5,0.1,143.63
1019,CA-2022-011268,2020-04-04,2020-04-07,Second Class,CUS-01111,Lisa Taylor,Corporate,United States,Minneapolis,Minnesota,74771,Central,FUR-TAB-37080,Furniture,Tables,Sauder Palladia Desk,660.9,5,0.1,143.63
1020,CA-2022-011268,2020-04-04,2020-04-07,Second Class,CUS-01111,Lisa Taylor,Corporate,United States,Minneapolis,Minnesota,74771,Central,FUR-TAB-37080,Furniture,Tables,Sauder Palladia Desk,660.9,5,0.1,143.63
1021,CA-2020-011269,2020-08-17,2020-08-19,First Class,CUS-01080,Michael White,Corporate,United States,Atlanta,Georgia,58449,South,OFF-STO-11352,Office Supplies,Storage,Avery Lateral File,43.29,6,0.4,-7.03
1022,CA-2020-011269,2020-08-17,2020-08-19,First Class,CUS-01080,Michael White,Corporate,United States,Atlanta,Georgia,58449,South,OFF-STO-11352,Office Supplies,Storage,Avery Lateral File,43.29,6,0.4,-7.03
1023,CA-2020-011269,2020-08-17,2020-08-19,First Class,CUS-01080,Michael White,Corporate,United States,Atlanta,Georgia,58449,South,OFF-STO-11352,Office Supplies,Storage,Avery Lateral File,43.29,6,0.4,-7.03
1024,CA-2020-011269,2020-08-17,2020-08-19,First Class,CUS-01080,Michael White,Corporate,United States,Atlanta,Georgia,58449,South,OFF-STO-11352,Office Supplies,Storage,Avery Lateral File,43.29,6,0.4,-7.03
1025,CA-2022-011270,2020-06-08,2020-06-13,Standard Class,CUS-01072,James Williams,Home Office,United States,New York,New York,53628,East,TEC-COP-89478,Technology,Copiers,Ricoh IM C300,3565.47,10,0,185.92
1026,CA-2022-011270,2020-06-08,2020-06-13,Standard Class,CUS-01072,James Williams,Home Office,United States,New York,New York,53628,East,TEC-COP-89478,Technology,Copiers,Ricoh IM C300,3565.47,10,0,185.92
1027,CA-2022-011270,2020-06-08,2020-06-13,Standard Class,CUS-01072,James Williams,Home Office,United States,New York,New York,53628,East,TEC-COP-89478,Technology,Copiers,Ricoh IM C300,3565.47,10,0,185.92
1028,CA-2022-011270,2020-06-08,2020-06-13,Standard Class,CUS-01072,James Williams,Home Office,United States,New York,New York,53628,East,TEC-COP-89478,Technology,Copiers,Ricoh IM C300,3565.47,10,0,185.92
1029,CA-2021-011275,2022-10-06,2022-10-08,First Class,CUS-01115,William Gonzalez,Consumer,United States,Washington,District of Columbia,33510,East,FUR-TAB-74597,Furniture,Tables,Realspace Magellan Corner Desk,1689.45,8,0,145.06
1030,CA-2021-011275,2022-10-06,2022-10-08,First Class,CUS-01115,William Gonzalez,Consumer,United States,Washington,District of Columbia,33510,East,FUR-TAB-74597,Furniture,Tables,Realspace Magellan Corner Desk,1689.45,8,0,145.06
1031,CA-2021-011275,2022-10-06,2022-10-08,First Class,CUS-01115,William Gonzalez,Consumer,United States,Washington,District of Columbia,33510,East,FUR-TAB-74597,Furniture,Tables,Realspace Magellan Corner Desk,1689.45,8,0,145.06
1032,CA-2021-011275,2022-10-06,2022-10-08,First Class,CUS-01115,William Gonzalez,Consumer,United States,Washington,District of Columbia,33510,East,FUR-TAB-74597,Furniture,Tables,Realspace Magellan Corner Desk,1689.45,8,0,145.06
1033,CA-2020-011279,2019-08-28,2019-08-30,First Class,CUS-01017,Charles Thompson,Home Office,United States,Miami,Florida,57263,South,FUR-BOO-90338,Furniture,Bookcases,Sauder Cottage Road Bookcase,524.26,5,0.3,117.6
1034,CA-2020-011279,2019-08-28,2019-08-30,First Class,CUS-01017,Charles Thompson,Home Office,United States,Miami,Florida,57263,South,FUR-BOO-90338,Furniture,Bookcases,Sauder Cottage Road Bookcase,524.26,5,0.3,117.6
1035,CA-2021-011282,2019-11-06,2019-11-06,Same Day,CUS-01025,Karen Harris,Home Office,United States,Los Angeles,California,40128,West,TEC-PHO-44108,Technology,Phones,Motorola Moto G,435.06,8,0.4,-20.97
1036,CA-2021-011282,2019-11-06,2019-11-06,Same Day,CUS-01025,Karen Harris,Home Office,United States,Los Angeles,California,40128,West,TEC-PHO-44108,Technology,Phones,Motorola Moto G,435.06,8,0.4,-20.97
1037,CA-2021-011282,2019-11-06,2019-11-06,Same Day,CUS-01025,Karen Harris,Home Office,United States,Los Angeles,California,40128,West,TEC-PHO-44108,Technology,Phones,Motorola Moto G,435.06,8,0.4,-20.97
1038,CA-2021-011282,2019-11-06,2019-11-06,Same Day,CUS-01025,Karen Harris,Home Office,United States,Los Angeles,California,40128,West,TEC-PHO-44108,Technology,Phones,Motorola Moto G,435.06,8,0.4,-20.97
1039,CA-2019-011286,2020-12-31,2021-01-01,Same Day,CUS-01064,Sandra Miller,Home Office,United States,Philadelphia,Pennsylvania,26207,East,FUR-CHA-47239,Furniture,Chairs,Steelcase Leap V2,282.39,3,0.2,77.75
1040,CA-2019-011286,2020-12-31,2021-01-01,Same Day,CUS-01064,Sandra Miller,Home Office,United States,Philadelphia,Pennsylvania,26207,East,FUR-CHA-47239,Furniture,Chairs,Steelcase Leap V2,282.39,3,0.2,77.75
1041,CA-2019-011290,2022-03-14,2022-03-18,Second Class,CUS-01118,Lisa Perez,Home Office,United States,Philadelphia,Pennsylvania,75288,East,OFF-PAP-13402,Office Supplies,Paper,HP Office Paper 500-Sheet,23.92,2,0.4,-2.39
1042,CA-2021-011295,2019-03-01,2019-03-07,Standard Class,CUS-01107,Anthony White,Home Office,United States,Charlotte,North Carolina,92359,South,FUR-CHA-15747,Furniture,Chairs,Herman Miller Aeron,1737.4,8,0.3,745.29
1043,CA-2021-011295,2019-03-01,2019-03-07,Standard Class,CUS-01107,Anthony White,Home Office,United States,Charlotte,North Carolina,92359,South,FUR-CHA-15747,Furniture,Chairs,Herman Miller Aeron,1737.4,8,0.3,745.29
1044,CA-2020-011297,2022-08-11,2022-08-14,First Class,CUS-01103,Robert White,Consumer,United States,New York,New York,81716,East,OFF-APP-62279,Office Supplies,Appliances,Fellowes Saturn Laminator,62.6,4,0.4,-2.68
1045,CA-2020-011297,2022-08-11,2022-08-14,First Class,CUS-01103,Robert White,Consumer,United States,New York,New York,81716,East,OFF-APP-62279,Office Supplies,Appliances,Fellowes Saturn Laminator,62.6,4,0.4,-2.68
1046,CA-2020-011298,2021-04-04,2021-04-06,First Class,CUS-01016,Matthew Williams,Home Office,United States,Kansas City,Missouri,66670,Central,OFF-FAS-89103,Office Supplies,Fasteners,3M Post-it Flags,4.23,2,0.3,1.08
1047,CA-2020-011298,2021-04-04,2021-04-06,First Class,CUS-01016,Matthew Williams,Home Office,United States,Kansas City,Missouri,66670,Central,OFF-FAS-89103,Office Supplies,Fasteners,3M Post-it Flags,4.23,2,0.3,1.08
1048,CA-2020-011298,2021-04-04,2021-04-06,First Class,CUS-01016,Matthew Williams,Home Office,United States,Kansas City,Missouri,66670,Central,OFF-FAS-89103,Office Supplies,Fasteners,3M Post-it Flags,4.23,2,0.3,1.08
1049,CA-2020-011298,2021-04-04,2021-04-06,First Class,CUS-01016,Matthew Williams,Home Office,United States,Kansas City,Missouri,66670,Central,OFF-FAS-89103,Office Supplies,Fasteners,3M Post-it Flags,4.23,2,0.3,1.08
1050,CA-2022-011302,2021-09-02,2021-09-05,First Class,CUS-01012,Michael Williams,Corporate,United States,Miami,Florida,90460,South,TEC-COP-22182,Technology,Copiers,Xerox B210,521.29,6,0.5,-83.56
1051,CA-2022-011302,2021-09-02,2021-09-05,First Class,CUS-01012,Michael Williams,Corporate,United States,Miami,Florida,90460,South,TEC-COP-22182,Technology,Copiers,Xerox B210,521.29,6,0.5,-83.56
1052,CA-2022-011306,2022-07-13,2022-07-19,Standard Class,CUS-01060,Emily Williams,Home Office,United States,Houston,Texas,72601,South,FUR-TAB-99694,Furniture,Tables,IKEA Bekant Desk,1976.07,4,0.4,-166.18
1053,CA-2019-011311,2021-11-17,2021-11-24,Standard Class,CUS-01055,James Perez,Corporate,United States,Houston,Texas,70903,South,OFF-FAS-43405,Office Supplies,Fasteners,Acme Scissors,82.4,9,0,7.88
1054,CA-2019-011311,2021-11-17,2021-11-24,Standard Class,CUS-01055,James Perez,Corporate,United States,Houston,Texas,70903,South,OFF-FAS-43405,Office Supplies,Fasteners,Acme Scissors,82.4,9,0,7.88
1055,CA-2019-011311,2021-11-17,2021-11-24,Standard Class,CUS-01055,James Perez,Corporate,United States,Houston,Texas,70903,South,OFF-FAS-43405,Office Supplies,Fasteners,Acme Scissors,82.4,9,0,7.88
1056,CA-2019-011311,2021-11-17,2021-11-24,Standard Class,CUS-01055,James Perez,Corporate,United States,Houston,Texas,70903,South,OFF-FAS-43405,Office Supplies,Fasteners,Acme Scissors,82.4,9,0,7.88
1057,CA-2020-011312,2021-03-15,2021-03-20,Standard Class,CUS-01054,David Martin,Home Office,United States,Minneapolis,Minnesota,86966,Central,OFF-STO-68975,Office Supplies,Storage,Bankers Box Stor/File,105.06,5,0.3,45.88
1058,CA-2020-011312,2021-03-15,2021-03-20,Standard Class,CUS-01054,David Martin,Home Office,United States,Minneapolis,Minnesota,86966,Central,OFF-STO-68975,Office Supplies,Storage,Bankers Box Stor/File,105.06,5,0.3,45.88
1059,CA-2020-011314,2019-06-10,2019-06-12,First Class,CUS-01056,Emily Smith,Consumer,United States,New York,New York,61764,East,TEC-PHO-95957,Technology,Phones,Samsung Galaxy S22,788.81,7,0.5,-67.49
1060,CA-2020-011314,2019-06-10,2019-06-12,First Class,CUS-01056,Emily Smith,Consumer,United States,New York,New York,61764,East,TEC-PHO-95957,Technology,Phones,Samsung Galaxy S22,788.81,7,0.5,-67.49
1061,CA-2020-011314,2019-06-10,2019-06-12,First Class,CUS-01056,Emily Smith,Consumer,United States,New York,New York,61764,East,TEC-PHO-95957,Technology,Phones,Samsung Galaxy S22,788.81,7,0.5,-67.49
1062,CA-2022-011316,2019-06-29,2019-07-02,Second Class,CUS-01002,Karen Davis,Consumer,United States,Los Angeles,California,12082,West,OFF-LAB-37424,Office Supplies,Labels,Avery Easy Peel Labels,26.23,3,0.1,5.88
1063,CA-2022-011316,2019-06-29,2019-07-02,Second Class,CUS-01002,Karen Davis,Consumer,United States,Los Angeles,California,12082,West,OFF-LAB-37424,Office Supplies,Labels,Avery Easy Peel Labels,26.23,3,0.1,5.88
1064,CA-2019-011319,2021-08-07,2021-08-11,Second Class,CUS-01055,James Perez,Corporate,United States,New York,New York,31771,East,TEC-COP-71799,Technology,Copiers,Xerox B210,580.6,8,0.1,75.79
1065,CA-2019-011319,2021-08-07,2021-08-11,Second Class,CUS-01055,James Perez,Corporate,United States,New York,New York,31771,East,TEC-COP-71799,Technology,Copiers,Xerox B210,580.6,8,0.1,75.79
1066,CA-2019-011319,2021-08-07,2021-08-11,Second Class,CUS-01055,James Perez,Corporate,United States,New York,New York,31771,East,TEC-COP-71799,Technology,Copiers,Xerox B210,580.6,8,0.1,75.79
1067,CA-2019-011319,2021-08-07,2021-08-11,Second Class,CUS-01055,James Perez,Corporate,United States,New York,New York,31771,East,TEC-COP-71799,Technology,Copiers,Xerox B210,580.6,8,0.1,75.79
1068,CA-2019-011322,2019-01-17,2019-01-24,Standard Class,CUS-01109,Christopher Davis,Corporate,United States,Charlotte,North Carolina,74972,South,OFF-SUP-14851,Office Supplies,Supplies,Dixon Ticonderoga Pencils,62.7,8,0.5,-4.48
1069,CA-2019-011325,2022-03-26,2022-03-28,First Class,CUS-01035,Emily Wilson,Home Office,United States,Charlotte,North Carolina,25327,South,FUR-BOO-67177,Furniture,Bookcases,Sauder Cottage Road Bookcase,73.16,5,0.1,17.39
1070,CA-2019-011325,2022-03-26,2022-03-28,First Class,CUS-01035,Emily Wilson,Home Office,United States,Charlotte,North Carolina,25327,South,FUR-BOO-67177,Furniture,Bookcases,Sauder Cottage Road Bookcase,73.16,5,0.1,17.39
1071,CA-2019-011325,2022-03-26,2022-03-28,First Class,CUS-01035,Emily Wilson,Home Office,United States,Charlotte,North Carolina,25327,South,FUR-BOO-67177,Furniture,Bookcases,Sauder Cottage Road Bookcase,73.16,5,0.1,17.39
1072,CA-2019-011325,2022-03-26,2022-03-28,First Class,CUS-01035,Emily Wilson,Home Office,United States,Charlotte,North Carolina,25327,South,FUR-BOO-67177,Furniture,Bookcases,Sauder Cottage Road Bookcase,73.16,5,0.1,17.39
1073,CA-2020-011329,2020-03-25,2020-03-28,First Class,CUS-01017,Charles Thompson,Home Office,United States,Kansas City,Missouri,64638,Central,OFF-ENV-31237,Office Supplies,Envelopes,Staples 10-Envelope Box,67.25,5,0,21.3
1074,CA-2020-011329,2020-03-25,2020-03-28,First Class,CUS-01017,Charles Thompson,Home Office,United States,Kansas City,Missouri,64638,Central,OFF-ENV-31237,Office Supplies,Envelopes,Staples 10-Envelope Box,67.25,5,0,21.3
1075,CA-2020-011334,2019-11-17,2019-11-17,Same Day,CUS-01102,Jennifer Garcia,Consumer,United States,Charlotte,North Carolina,49800,South,TEC-COM-12376,Technology,Computers,Dell Inspiron 15,1577.28,5,0.3,505.94
1076,CA-2020-011334,2019-11-17,2019-11-17,Same Day,CUS-01102,Jennifer Garcia,Consumer,United States,Charlotte,North Carolina,49800,South,TEC-COM-12376,Technology,Computers,Dell Inspiron 15,1577.28,5,0.3,505.94
1077,CA-2019-011336,2020-11-22,2020-11-22,Same Day,CUS-01080,Michael White,Corporate,United States,Los Angeles,California,83660,West,TEC-COP-54606,Technology,Copiers,Ricoh IM C300,992.69,1,0.2,405.54
1078,CA-2019-011337,2021-07-25,2021-07-30,Standard Class,CUS-01101,David Johnson,Home Office,United States,Washington,District of Columbia,15501,East,OFF-PAP-92565,Office Supplies,Paper,Hammermill Premium Copy Paper,11.0,4,0.3,1.24
1079,CA-2019-011337,2021-07-25,2021-07-30,Standard Class,CUS-01101,David Johnson,Home Office,United States,Washington,District of Columbia,15501,East,OFF-PAP-92565,Office Supplies,Paper,Hammermill Premium Copy Paper,11.0,4,0.3,1.24
1080,CA-2019-011337,2021-07-25,2021-07-30,Standard Class,CUS-01101,David Johnson,Home Office,United States,Washington,District of Columbia,15501,East,OFF-PAP-92565,Office Supplies,Paper,Hammermill Premium Copy Paper,11.0,4,0.3,1.24
1081,CA-2022-011341,2021-10-17,2021-10-22,Standard Class,CUS-01083,Michael Johnson,Corporate,United States,Minneapolis,Minnesota,28058,Central,TEC-COM-64493,Technology,Computers,Apple MacBook Air,332.08,1,0.1,127.5
1082,CA-2022-011341,2021-10-17,2021-10-22,Standard Class,CUS-01083,Michael Johnson,Corporate,United States,Minneapolis,Minnesota,28058,Central,TEC-COM-64493,Technology,Computers,Apple MacBook Air,332.08,1,0.1,127.5
1083,CA-2022-011341,2021-10-17,2021-10-22,Standard Class,CUS-01083,Michael Johnson,Corporate,United States,Minneapolis,Minnesota,28058,Central,TEC-COM-64493,Technology,Computers,Apple MacBook Air,332.08,1,0.1,127.5
1084,CA-2022-011341,2021-10-17,2021-10-22,Standard Class,CUS-01083,Michael Johnson,Corporate,United States,Minneapolis,Minnesota,28058,Central,TEC-COM-64493,Technology,Computers,Apple MacBook Air,332.08,1,0.1,127.5
1085,CA-2021-011346,2021-10-31,2021-11-03,Second Class,CUS-01035,Emily Wilson,Home Office,United States,Kansas City,Missouri,57270,Central,OFF-LAB-79422,Office Supplies,Labels,Avery Easy Peel Labels,17.65,4,0,6.54
1086,CA-2021-011346,2021-10-31,2021-11-03,Second Class,CUS-01035,Emily Wilson,Home Office,United States,Kansas City,Missouri,57270,Central,OFF-LAB-79422,Office Supplies,Labels,Avery Easy Peel Labels,17.65,4,0,6.54
1087,CA-2021-011346,2021-10-31,2021-11-03,Second Class,CUS-01035,Emily Wilson,Home Office,United States,Kansas City,Missouri,57270,Central,OFF-LAB-79422,Office Supplies,Labels,Avery Easy Peel Labels,17.65,4,0,6.54
1088,CA-2021-011346,2021-10-31,2021-11-03,Second Class,CUS-01035,Emily Wilson,Home Office,United States,Kansas City,Missouri,57270,Central,OFF-LAB-79422,Office Supplies,Labels,Avery Easy Peel Labels,17.65,4,0,6.54
1089,CA-2022-011349,2021-11-23,2021-11-25,First Class,CUS-01057,Betty Hernandez,Consumer,United States,Los Angeles,California,77809,West,TEC-PHO-51262,Technology,Phones,Google Pixel 7,1081.17,3,0.4,-40.32
1090,CA-2020-011353,2019-04-29,2019-05-02,First Class,CUS-01052,Michael Thompson,Corporate,United States,Minneapolis,Minnesota,55109,Central,TEC-ACC-62944,Technology,Accessories,Anker USB-C Hub,59.7,4,0.5,-9.82
1091,CA-2020-011353,2019-04-29,2019-05-02,First Class,CUS-01052,Michael Thompson,Corporate,United States,Minneapolis,Minnesota,55109,Central,TEC-ACC-62944,Technology,Accessories,Anker USB-C Hub,59.7,4,0.5,-9.82
1092,CA-2020-011353,2019-04-29,2019-05-02,First Class,CUS-01052,Michael Thompson,Corporate,United States,Minneapolis,Minnesota,55109,Central,TEC-ACC-62944,Technology,Accessories,Anker USB-C Hub,59.7,4,0.5,-9.82
1093,CA-2020-011353,2019-04-29,2019-05-02,First Class,CUS-01052,Michael Thompson,Corporate,United States,Minneapolis,Minnesota,55109,Central,TEC-ACC-62944,Technology,Accessories,Anker USB-C Hub,59.7,4,0.5,-9.82
1094,CA-2020-011358,2019-06-22,2019-06-29,Standard Class,CUS-01043,David White,Corporate,United States,Atlanta,Georgia,78219,South,OFF-FAS-22166,Office Supplies,Fasteners,Swingline Heavy Duty Stapler,57.1,5,0.3,20.15
1095,CA-2020-011358,2019-06-22,2019-06-29,Standard Class,CUS-01043,David White,Corporate,United States,Atlanta,Georgia,78219,South,OFF-FAS-22166,Office Supplies,Fasteners,Swingline Heavy Duty Stapler,57.1,5,0.3,20.15
1096,CA-2019-011361,2022-01-10,2022-01-12,First Class,CUS-01107,Anthony White,Home Office,United States,Kansas City,Missouri,76227,Central,TEC-PHO-44046,Technology,Phones,Google Pixel 7,4955.94,6,0,342.42
1097,CA-2022-011362,2022-03-18,2022-03-24,Standard Class,CUS-01044,Robert Wilson,Corporate,United States,Phoenix,Arizona,84133,West,OFF-SUP-40649,Office Supplies,Supplies,Scotch Magic Tape,30.27,5,0,10.16
1098,CA-2022-011362,2022-03-18,2022-03-24,Standard Class,CUS-01044,Robert Wilson,Corporate,United States,Phoenix,Arizona,84133,West,OFF-SUP-40649,Office Supplies,Supplies,Scotch Magic Tape,30.27,5,0,10.16
1099,CA-2019-011365,2021-11-23,2021-11-27,Second Class,CUS-01059,Jennifer Williams,Home Office,United States,Philadelphia,Pennsylvania,65796,East,FUR-CHA-18151,Furniture,Chairs,HON Ignition 2.0 Task Chair,649.74,3,0.5,-44.15
1100,CA-2021-011368,2021-04-04,2021-04-05,Same Day,CUS-01075,Sarah Martinez,Home Office,United States,Charlotte,North Carolina,67682,South,OFF-STO-64646,Office Supplies,Storage,Bankers Box Stor/File,56.58,3,0,13.8
1101,CA-2021-011368,2021-04-04,2021-04-05,Same Day,CUS-01075,Sarah Martinez,Home Office,United States,Charlotte,North Carolina,67682,South,OFF-STO-64646,Office Supplies,Storage,Bankers Box Stor/File,56.58,3,0,13.8
1102,CA-2021-011368,2021-04-04,2021-04-05,Same Day,CUS-01075,Sarah Martinez,Home Office,United States,Charlotte,North Carolina,67682,South,OFF-STO-64646,Office Supplies,Storage,Bankers Box Stor/File,56.58,3,0,13.8
1103,CA-2021-011368,2021-04-04,2021-04-05,Same Day,CUS-01075,Sarah Martinez,Home Office,United States,Charlotte,North Carolina,67682,South,OFF-STO-64646,Office Supplies,Storage,Bankers Box Stor/File,56.58,3,0,13.8
1104,CA-2020-011373,2021-12-19,2021-12-26,Standard Class,CUS-01028,Sarah Garcia,Corporate,United States,Charlotte,North Carolina,14273,South,OFF-ART-58409,Office Supplies,Art,Sharpie Permanent Markers,16.68,2,0.4,-0.79
1105,CA-2020-011373,2021-12-19,2021-12-26,Standard Class,CUS-01028,Sarah Garcia,Corporate,United States,Charlotte,North Carolina,14273,South,OFF-ART-58409,Office Supplies,Art,Sharpie Permanent Markers,16.68,2,0.4,-0.79
1106,CA-2020-011373,2021-12-19,2021-12-26,Standard Class,CUS-01028,Sarah Garcia,Corporate,United States,Charlotte,North Carolina,14273,South,OFF-ART-58409,Office Supplies,Art,Sharpie Permanent Markers,16.68,2,0.4,-0.79
1107,CA-2021-011378,2021-12-06,2021-12-09,Second Class,CUS-01048,Karen Thompson,Corporate,United States,Minneapolis,Minnesota,49748,Central,FUR-FUR-28726,Furniture,Furnishings,Deflect-O Chair Mat,79.46,10,0.4,-2.76
1108,CA-2021-011378,2021-12-06,2021-12-09,Second Class,CUS-01048,Karen Thompson,Corporate,United States,Minneapolis,Minnesota,49748,Central,FUR-FUR-28726,Furniture,Furnishings,Deflect-O Chair Mat,79.46,10,0.4,-2.76
1109,CA-2021-011378,2021-12-06,2021-12-09,Second Class,CUS-01048,Karen Thompson,Corporate,United States,Minneapolis,Minnesota,49748,Central,FUR-FUR-28726,Furniture,Furnishings,Deflect-O Chair Mat,79.46,10,0.4,-2.76
1110,CA-2021-011379,2020-01-10,2020-01-10,Same Day,CUS-01016,Matthew Williams,Home Office,United States,Chicago,Illinois,15856,Central,FUR-FUR-50593,Furniture,Furnishings,Lorell Dry-Erase Board,204.19,6,0.4,-24.52
1111,CA-2021-011379,2020-01-10,2020-01-10,Same Day,CUS-01016,Matthew Williams,Home Office,United States,Chicago,Illinois,15856,Central,FUR-FUR-50593,Furniture,Furnishings,Lorell Dry-Erase Board,204.19,6,0.4,-24.52
1112,CA-2020-011381,2022-07-27,2022-07-28,Same Day,CUS-01086,Mark Jones,Corporate,United States,Atlanta,Georgia,52626,South,TEC-MAC-91735,Technology,Machines,Fellowes Powershred 79Ci,567.52,4,0.4,-52.67
1113,CA-2022-011386,2022-08-15,2022-08-20,Standard Class,CUS-01091,David Anderson,Corporate,United States,Washington,District of Columbia,92589,East,OFF-FAS-94562,Office Supplies,Fasteners,3M Post-it Flags,105.16,9,0,13.35
1114,CA-2020-011389,2021-10-26,2021-10-31,Standard Class,CUS-01085,Richard Miller,Home Office,United States,Los Angeles,California,46039,West,TEC-COM-21094,Technology,Computers,Apple MacBook Air,10700.83,10,0.3,2254.87
1115,CA-2022-011393,2020-11-27,2020-11-27,Same Day,CUS-01054,David Martin,Home Office,United States,Washington,District of Columbia,51599,East,FUR-BOO-25026,Furniture,Bookcases,Bush Furniture Cabot Bookcase,1544.12,9,0,253.46
1116,CA-2022-011393,2020-11-27,2020-11-27,Same Day,CUS-01054,David Martin,Home Office,United States,Washington,District of Columbia,51599,East,FUR-BOO-25026,Furniture,Bookcases,Bush Furniture Cabot Bookcase,1544.12,9,0,253.46
1117,CA-2021-011394,2019-11-12,2019-11-15,First Class,CUS-01087,Susan Martinez,Corporate,United States,Los Angeles,California,90540,West,FUR-TAB-17667,Furniture,Tables,IKEA Bekant Desk,164.34,2,0.3,17.58
1118,CA-2021-011394,2019-11-12,2019-11-15,First Class,CUS-01087,Susan Martinez,Corporate,United States,Los Angeles,California,90540,West,FUR-TAB-17667,Furniture,Tables,IKEA Bekant Desk,164.34,2,0.3,17.58
1119,CA-2021-011394,2019-11-12,2019-11-15,First Class,CUS-01087,Susan Martinez,Corporate,United States,Los Angeles,California,90540,West,FUR-TAB-17667,Furniture,Tables,IKEA Bekant Desk,164.34,2,0.3,17.58
1120,CA-2021-011395,2019-09-05,2019-09-10,Standard Class,CUS-01031,Patricia Davis,Consumer,United States,Portland,Oregon,76666,West,OFF-APP-45296,Office Supplies,Appliances,Fellowes Saturn Laminator,129.03,8,0.4,-4.91
1121,CA-2022-011399,2019-02-08,2019-02-10,First Class,CUS-01032,Christopher Wilson,Corporate,United States,San Francisco,California,84481,West,FUR-FUR-93335,Furniture,Furnishings,Deflect-O Chair Mat,107.18,3,0.3,28.53
1122,CA-2022-011399,2019-02-08,2019-02-10,First Class,CUS-01032,Christopher Wilson,Corporate,United States,San Francisco,California,84481,West,FUR-FUR-93335,Furniture,Furnishings,Deflect-O Chair Mat,107.18,3,0.3,28.53
1123,CA-2020-011401,2021-05-17,2021-05-17,Same Day,CUS-01001,Linda Smith,Home Office,United States,Nashville,Tennessee,47912,South,OFF-ART-17887,Office Supplies,Art,Crayola Colored Pencils,67.53,8,0.2,19.53
1124,CA-2020-011401,2021-05-17,2021-05-17,Same Day,CUS-01001,Linda Smith,Home Office,United States,Nashville,Tennessee,47912,South,OFF-ART-17887,Office Supplies,Art,Crayola Colored Pencils,67.53,8,0.2,19.53
1125,CA-2020-011401,2021-05-17,2021-05-17,Same Day,CUS-01001,Linda Smith,Home Office,United States,Nashville,Tennessee,47912,South,OFF-ART-17887,Office Supplies,Art,Crayola Colored Pencils,67.53,8,0.2,19.53
1126,CA-2020-011401,2021-05-17,2021-05-17,Same Day,CUS-01001,Linda Smith,Home Office,United States,Nashville,Tennessee,47912,South,OFF-ART-17887,Office Supplies,Art,Crayola Colored Pencils,67.53,8,0.2,19.53
1127,CA-2021-011406,2022-04-13,2022-04-15,First Class,CUS-01021,Joseph Brown,Corporate,United States,Boston,Massachusetts,21759,East,FUR-CHA-82938,Furniture,Chairs,Steelcase Leap V2,1885.89,7,0.1,554.79
1128,CA-2021-011406,2022-04-13,2022-04-15,First Class,CUS-01021,Joseph Brown,Corporate,United States,Boston,Massachusetts,21759,East,FUR-CHA-82938,Furniture,Chairs,Steelcase Leap V2,1885.89,7,0.1,554.79
1129,CA-2021-011406,2022-04-13,2022-04-15,First Class,CUS-01021,Joseph Brown,Corporate,United States,Boston,Massachusetts,21759,East,FUR-CHA-82938,Furniture,Chairs,Steelcase Leap V2,1885.89,7,0.1,554.79
1130,CA-2021-011408,2022-12-20,2022-12-21,Same Day,CUS-01032,Christopher Wilson,Corporate,United States,Minneapolis,Minnesota,37606,Central,FUR-BOO-27527,Furniture,Bookcases,Bush Furniture Cabot Bookcase,123.23,1,0.5,-3.19
